Node Count: 800

Node List:  1, 222, 136, 534, 2, 349, 180, 249, 3, 375, 4, 69, 98, 5, 545, 260, 6, 178, 7, 79, 8, 532, 325, 9, 275, 166, 200, 10, 247, 113, 11, 516, 96, 12, 159, 664, 748, 708, 639, 720, 13, 38, 72, 14, 318, 99, 15, 16, 55, 134, 269, 17, 392, 18, 515, 480, 19, 285, 270, 20, 141, 21, 296, 22, 171, 23, 462, 707, 647, 790, 758, 605, 24, 103, 283, 25, 224, 26, 137, 27, 28, 182, 29, 209, 30, 539, 31, 63, 32, 538, 33, 154, 34, 225, 35, 301, 36, 513, 338, 37, 114, 465, 288, 367, 39, 40, 129, 41, 54, 541, 42, 542, 43, 122, 243, 44, 467, 45, 90, 46, 339, 117, 151, 47, 256, 48, 49, 250, 324, 50, 133, 273, 51, 52, 53, 112, 460, 514, 81, 56, 235, 299, 57, 58, 152, 363, 59, 183, 257, 60, 479, 61, 302, 372, 388, 62, 293, 419, 64, 251, 65, 458, 305, 66, 276, 160, 67, 342, 289, 68, 70, 144, 253, 493, 71, 87, 239, 73, 186, 74, 75, 102, 76, 77, 428, 78, 153, 245, 587, 626, 742, 774, 658, 80, 82, 83, 441, 314, 84, 85, 473, 86, 488, 341, 359, 88, 766, 636, 599, 718, 656, 89, 333, 110, 739, 657, 699, 588, 627, 313, 91, 494, 116, 267, 310, 92, 241, 278, 491, 93, 272, 236, 94, 146, 95, 124, 97, 425, 120, 414, 259, 673, 767, 696, 604, 725, 384, 100, 227, 101, 411, 104, 282, 231, 105, 448, 106, 510, 793, 614, 775, 727, 671, 107, 351, 172, 108, 109, 242, 340, 111, 682, 594, 672, 783, 644, 304, 791, 643, 736, 749, 667, 369, 470, 115, 382, 417, 380, 118, 119, 476, 121, 123, 286, 635, 607, 782, 697, 669, 125, 291, 126, 358, 127, 360, 466, 506, 128, 206, 130, 131, 132, 135, 397, 502, 519, 507, 297, 138, 234, 162, 650, 786, 687, 706, 730, 139, 264, 140, 357, 266, 142, 143, 295, 536, 335, 145, 347, 391, 147, 148, 800, 537, 149, 195, 570, 549, 327, 457, 150, 308, 252, 412, 529, 155, 156, 168, 157, 344, 158, 198, 316, 205, 652, 693, 621, 763, 735, 161, 258, 163, 164, 481, 165, 370, 167, 306, 169, 170, 203, 745, 584, 695, 660, 590, 173, 377, 174, 564, 435, 175, 554, 176, 193, 177, 214, 190, 179, 422, 437, 181, 424, 323, 184, 185, 187, 281, 602, 726, 755, 690, 668, 188, 456, 189, 430, 191, 213, 192, 776, 649, 741, 640, 761, 194, 523, 196, 197, 199, 527, 429, 201, 423, 202, 204, 416, 311, 207, 321, 208, 371, 354, 210, 798, 628, 683, 717, 582, 211, 361, 557, 212, 215, 399, 230, 216, 217, 320, 218, 219, 220, 221, 630, 795, 702, 662, 750, 223, 484, 415, 226, 410, 228, 551, 229, 232, 290, 385, 233, 287, 426, 237, 238, 262, 240, 747, 722, 679, 593, 642, 244, 546, 486, 246, 322, 248, 355, 381, 373, 592, 619, 794, 752, 709, 254, 255, 336, 274, 261, 263, 387, 487, 265, 499, 268, 469, 490, 638, 611, 686, 788, 757, 561, 271, 277, 279, 511, 280, 307, 284, 440, 352, 463, 292, 294, 449, 670, 784, 711, 613, 732, 298, 332, 300, 580, 535, 303, 496, 309, 312, 315, 317, 319, 560, 612, 785, 704, 797, 724, 568, 326, 328, 329, 330, 446, 553, 396, 331, 451, 497, 334, 631, 566, 337, 356, 389, 450, 661, 598, 701, 778, 716, 378, 522, 439, 343, 345, 573, 517, 346, 558, 348, 418, 350, 434, 637, 743, 591, 781, 703, 353, 489, 436, 374, 427, 362, 505, 645, 700, 729, 768, 674, 512, 364, 474, 432, 365, 366, 574, 368, 452, 531, 478, 402, 562, 544, 524, 501, 455, 433, 409, 376, 550, 482, 413, 379, 530, 383, 509, 386, 390, 445, 498, 393, 408, 485, 431, 394, 495, 395, 405, 563, 483, 737, 618, 596, 773, 632, 398, 400, 401, 403, 404, 406, 407, 555, 444, 520, 508, 420, 421, 710, 666, 694, 753, 601, 578, 712, 646, 789, 721, 655, 572, 438, 447, 733, 579, 500, 442, 576, 443, 547, 453, 688, 738, 756, 765, 641, 543, 651, 691, 454, 459, 461, 464, 468, 471, 472, 475, 477, 577, 492, 565, 556, 603, 777, 734, 623, 689, 754, 653, 616, 779, 723, 503, 504, 567, 744, 609, 715, 780, 665, 633, 606, 675, 740, 762, 571, 728, 622, 677, 698, 799, 518, 521, 746, 772, 685, 760, 620, 525, 526, 528, 533, 540, 548, 624, 731, 654, 751, 617, 552, 676, 770, 559, 569, 575, 705, 595, 659, 719, 771, 581, 583, 769, 585, 586, 787, 589, 597, 600, 796, 608, 610, 663, 678, 615, 759, 625, 629, 634, 792, 648, 714, 680, 681, 684, 692, 713, 764

Average degree: 3.79

Diameter (directed):   63.0
Diameter (undirected): 28.0

Degree Distribution (undirected): 
   degree: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
    nodes: 2 39 228 240 99 58 33 30 24 18 2 8 5 4 6 0 3 1 

Degree Ranges: 
    min max tot
all [0, 17, 3032]
 in [0, 14, 1516]
out [0, 11, 1516]

Degree map: (high degree nodes)
#   In  Out Total
397:  10   7   17
98:  8   8   16
441:  14   2   16
351:  9   7   16
12:  8   6   14
270:  13   1   14
479:  11   3   14
123:  8   6   14
517:  7   7   14
427:  7   7   14
375:  2   11   13
493:  9   4   13
448:  12   1   13
362:  7   6   13
90:  5   7   12
251:  4   8   12
160:  5   7   12
522:  5   7   12
438:  1   11   12
79:  5   6   11
473:  5   6   11
193:  5   6   11
323:  5   6   11
430:  5   6   11
499:  4   7   11
469:  9   2   11
580:  5   6   11
515:  4   6   10
462:  9   1   10
8:  7   2   9
113:  3   6   9
516:  4   5   9
96:  8   1   9
296:  9   0   9
40:  8   1   9
112:  3   6   9
253:  6   3   9
425:  6   3   9
227:  6   3   9
510:  8   1   9
206:  7   2   9
502:  2   7   9
138:  2   7   9
198:  2   7   9
221:  2   7   9
561:  2   7   9
452:  3   6   9
136:  5   3   8
534:  6   2   8
249:  5   3   8
275:  2   6   8
141:  6   2   8
171:  2   6   8
144:  5   3   8
384:  6   2   8
304:  6   2   8
476:  6   2   8
135:  5   3   8
145:  6   2   8
344:  8   0   8
557:  3   5   8
551:  1   7   8
268:  1   7   8
490:  6   2   8
449:  7   1   8
328:  1   7   8
553:  2   6   8
453:  7   1   8
504:  6   2   8
567:  1   7   8
769:  8   0   8
222:  4   3   7
349:  4   3   7
545:  4   3   7
18:  5   2   7
23:  1   6   7
513:  1   6   7
338:  1   6   7
59:  5   2   7
388:  4   3   7
65:  5   2   7
245:  5   2   7
88:  1   6   7
110:  6   1   7
310:  6   1   7
106:  1   6   7
519:  5   2   7
536:  1   6   7
370:  1   6   7
187:  1   6   7
281:  6   1   7
213:  1   6   7
410:  4   3   7
294:  1   6   7
446:  1   6   7
474:  1   6   7
383:  5   2   7
485:  5   2   7
394:  6   1   7
461:  1   6   7
556:  1   6   7
2:  3   3   6
159:  4   2   6
99:  5   1   6
16:  3   3   6
707:  4   2   6
647:  4   2   6
758:  4   2   6
225:  4   2   6
129:  3   3   6
243:  1   5   6
52:  5   1   6
152:  1   5   6
305:  5   1   6
428:  3   3   6
488:  4   2   6
494:  1   5   6
236:  3   3   6
172:  6   0   6
242:  2   4   6
162:  5   1   6
149:  1   5   6
175:  3   3   6
210:  0   6   6
232:  2   4   6
262:  3   3   6
332:  4   2   6
566:  4   2   6
450:  5   1   6
573:  4   2   6
508:  2   4   6
442:  4   2   6
552:  5   1   6
586:  3   3   6
180:  2   3   5
4:  3   2   5
325:  3   2   5
14:  3   2   5
15:  5   0   5
790:  4   1   5
605:  4   1   5
103:  4   1   5
224:  3   2   5
539:  3   2   5
31:  4   1   5
465:  2   3   5
54:  2   3   5
48:  3   2   5
53:  3   2   5
81:  3   2   5
257:  2   3   5
302:  2   3   5
66:  3   2   5
342:  3   2   5
70:  2   3   5
87:  2   3   5
239:  2   3   5
341:  2   3   5
359:  2   3   5
91:  1   4   5
92:  2   3   5
124:  3   2   5
414:  2   3   5
259:  1   4   5
671:  3   2   5
360:  3   2   5
506:  2   3   5
786:  3   2   5
730:  3   2   5
205:  4   1   5
564:  3   2   5
176:  3   2   5
214:  5   0   5
416:  1   4   5
321:  2   3   5
371:  3   2   5
230:  3   2   5
223:  3   2   5
233:  2   3   5
426:  4   1   5
373:  1   4   5
592:  3   2   5
709:  3   2   5
279:  1   4   5
284:  2   3   5
463:  4   1   5
784:  2   3   5
535:  4   1   5
368:  5   0   5
498:  1   4   5
393:  1   4   5
443:  3   2   5
1:  1   3   4
6:  3   1   4
532:  2   2   4
9:  1   3   4
269:  3   1   4
392:  2   2   4
19:  2   2   4
283:  2   2   4
137:  2   2   4
36:  2   2   4
37:  2   2   4
367:  2   2   4
542:  2   2   4
467:  1   3   4
46:  1   3   4
339:  2   2   4
256:  2   2   4
51:  3   1   4
56:  2   2   4
57:  4   0   4
58:  2   2   4
363:  2   2   4
183:  1   3   4
61:  1   3   4
372:  1   3   4
62:  2   2   4
419:  1   3   4
102:  2   2   4
153:  1   3   4
766:  3   1   4
636:  3   1   4
599:  3   1   4
718:  3   1   4
656:  3   1   4
97:  2   2   4
100:  1   3   4
411:  2   2   4
793:  3   1   4
614:  3   1   4
775:  3   1   4
727:  3   1   4
121:  1   3   4
286:  1   3   4
127:  1   3   4
466:  2   2   4
507:  1   3   4
650:  3   1   4
687:  3   1   4
706:  3   1   4
264:  2   2   4
295:  1   3   4
148:  1   3   4
308:  1   3   4
161:  1   3   4
165:  4   0   4
169:  1   3   4
435:  3   1   4
554:  1   3   4
188:  2   2   4
649:  1   3   4
354:  2   2   4
215:  2   2   4
220:  3   1   4
244:  2   2   4
546:  1   3   4
486:  3   1   4
619:  3   1   4
263:  2   2   4
638:  2   2   4
611:  2   2   4
788:  2   2   4
757:  2   2   4
511:  2   2   4
307:  2   2   4
440:  2   2   4
568:  1   3   4
330:  1   3   4
631:  3   1   4
389:  1   3   4
439:  1   3   4
348:  3   1   4
436:  2   2   4
408:  1   3   4
483:  4   0   4
400:  4   0   4
444:  2   2   4
