1	7
	9
2	19
	23
3	39
	1
4	11
	2
	13
5	6
	18
	44
6	36
	25
	8
7	23
	19
	30
8	21
	42
9	37
	34
	31
10	20
	12
	35
11	29
	14
	35
12	32
	24
13	22
	4
14	41
	15
	38
15	10
	27
	43
16	40
	4
	22
17	43
	27
	10
18	31
	34
	37
19	37
	34
	31
20	35
	14
	29
21	28
	17
	26
22	21
	42
	16
23	13
	11
	2
24	33
	20
25	18
	44
	5
	6
26	16
	42
	21
27	28
	26
	17
28	25
	8
	36
29	33
	12
	20
30	9
	3
	7
31	7
	3
	9
32	33
	20
33	43
	27
	10
34	30
	23
	19
35	2
	13
	11
36	17
	26
	28
37	44
	6
	5
	18
38	35
	29
	14
39		E
40	15
	38
	41
41	22
	4
	40
42	25
	36
	8
43	38
	41
	15
44	5
	6
	18
