9	71
	34
10	26
11	74
	23
12	117
	15
13	46
14	27
15	35
16	38
17	88
	102
18	77
	31
19	10
	49
20	48
	41
22	12
23	91
24	30
26	45
	36
27	29
29	51
30	33
31	40
32	20
	14
33	13
	14
	20
34	43
35	50
36	49
38	82
	59
40	107
41	11
	98
42	49
44	81
45	87
46	62
47	32
	20
	14
48	13
	14
49	22
50	89
51	119
	68
52	39
	69
53	75
54	66
55	57
57	65
	79
	90
58	116
59	60
60	18
61	68
	25
	54
62	53
	120
65	57
66	19
67	55
68	84
70	111
	94
71	72
72	24
74	109
75	121
76	96
	78
77	40
79	124
80	92
82	86
84	16
	118
85	67
87	52
	70
88	89
89	93
	104
91	106
93	95
	85
94	58
96	97
97	103
	64
99	47
101	122
104	55
105	80
107	108
108	61
109	13
	14
111	42
112	114
114	101
115	110
	116
116	80
	105
117	44
118	76
121	17
124	100
	112
